Time;1.000000;1.258925;1.584893;1.995262;2.511886;3.162278;3.981072;5.011872;6.309573;7.943282;10.000000;12.589254;15.848932;19.952623;25.118864;31.622777;39.810717;50.118723;63.095734;79.432823;100.000000;125.892541;158.489319;199.526231;251.188643;316.227766;398.107171;501.187234;630.957344;794.328235;1000.000000;1258.925412;1584.893192;1995.262315;2511.886432;3162.277660;3981.071706;5011.872336;6309.573445;7943.282347;10000.000000;12589.254118;15848.931925;19952.623150;25118.864315;31622.776602;39810.717055;50118.723363;63095.734448;79432.823472;100000.000000;125892.541179;158489.319246;199526.231497;251188.643151;316227.766017;398107.170553;501187.233627;630957.344480;794328.234724;1000000.000000;1258925.411794;1584893.192461;1995262.314969;2511886.431510;3162277.660168;3981071.705535;5011872.336273;6309573.444802;7943282.347243;10000000.000000;
V(/out) (mag);-0.001552;-0.001753;-0.002071;-0.002574;-0.003372;-0.004637;-0.006641;-0.009817;-0.014847;-0.022814;-0.035425;-0.055375;-0.086900;-0.136631;-0.214871;-0.337447;-0.528243;-0.822303;-1.268881;-1.932751;-2.890881;-4.221369;-5.984764;-8.204684;-10.859140;-13.888639;-17.215367;-20.762073;-24.463445;-28.269684;-32.145301;-36.066107;-40.016105;-43.984947;-47.966089;-51.955533;-55.951029;-59.951620;-63.957443;-67.969771;-71.991302;-76.026769;-80.084039;-84.175975;-88.323556;-92.560916;-96.942149;-101.540901;-106.366742;-110.743331;-112.160417;-110.551776;-108.382383;-106.314503;-104.336146;-102.388353;-100.440370;-98.481841;-96.511698;-94.531991;-92.545239;-90.553532;-88.558345;-86.560590;-84.560701;-82.558685;-80.554102;-78.545975;-76.532582;-74.511119;-72.477174;
V(/out) (phase);-0.719930;-0.906331;-1.140989;-1.436392;-1.808256;-2.276348;-2.865533;-3.607052;-4.540133;-5.713941;-7.189944;-9.044672;-11.372787;-14.290149;-17.936157;-22.473881;-28.085195;-34.956370;-43.247912;-53.043400;-64.280273;-76.684920;-89.756633;-102.840977;-115.280432;-126.566712;-136.417650;-144.763909;-151.684978;-157.339578;-161.913688;-165.589697;-168.531526;-170.879525;-172.750499;-174.240057;-175.425773;-176.370466;-177.125399;-177.733499;-178.233025;-178.662647;-179.069876;-179.527047;179.835610;178.756762;176.669862;172.255734;162.276736;140.141256;107.619055;86.346923;78.185087;76.188074;76.746463;78.269660;80.034798;81.719284;83.194917;84.426942;85.422560;86.204930;86.800518;87.233294;87.522260;87.680496;87.714720;87.624803;87.402791;87.030921;86.477734;
