Format,Read (ms),Write (ms)
csv,0.2247676999995747,0.3757199000010587
json,0.19250359999932698,1.593863699999929
protobuf,2.6184918000017205,3.6077779999995983
toml,9.858168799999476,2.0825795000000653
xml,0.7816052999987733,2.582925599999726
yaml,69.66923999999926,36.8742213000005
