x-axis,1
second,Volt
-346.0000E-06,-71.9095477E-03
-345.7500E-06,-98.2914569E-03
-345.5000E-06,-51.8090454E-03
-345.2500E-06,-60.6030151E-03
-345.0000E-06,-49.2964826E-03
-344.7500E-06,-21.6582919E-03
-344.5000E-06,-29.1959803E-03
-344.2500E-06,-39.2462314E-03
-344.0000E-06,-60.6030151E-03
-343.7500E-06,-60.6030151E-03
-343.5000E-06,+11.0050243E-03
-343.2500E-06,+3.1341205687E+00
-343.0000E-06,+3.4255778521E+00
-342.7500E-06,+3.5160301124E+00
-342.5000E-06,+3.5172863938E+00
-342.2500E-06,+3.5172863938E+00
-342.0000E-06,+3.5574873984E+00
-341.7500E-06,+3.5197989566E+00
-341.5000E-06,+3.5574873984E+00
-341.2500E-06,+3.5574873984E+00
-341.0000E-06,+3.5574873984E+00
-340.7500E-06,+3.5587436798E+00
-340.5000E-06,+3.5888944332E+00
-340.2500E-06,+3.5574873984E+00
-340.0000E-06,+3.5687939309E+00
-339.7500E-06,+3.5587436798E+00
-339.5000E-06,+3.5662813681E+00
-339.2500E-06,+3.5763316193E+00
-339.0000E-06,+3.5976884030E+00
-338.7500E-06,+3.5587436798E+00
-338.5000E-06,+3.5976884030E+00
-338.2500E-06,+3.6190451867E+00
-338.0000E-06,+3.6378894076E+00
-337.7500E-06,+3.5976884030E+00
-337.5000E-06,+3.6064823727E+00
-337.2500E-06,+3.5788441821E+00
-337.0000E-06,+3.5976884030E+00
-336.7500E-06,+3.6366331262E+00
-336.5000E-06,+3.5976884030E+00
-336.2500E-06,+3.5763316193E+00
-336.0000E-06,+3.5461808658E+00
-335.7500E-06,+3.6378894076E+00
-335.5000E-06,+3.5662813681E+00
-335.2500E-06,+2.7295979600E+00
-335.0000E-06,+674.3216001E-03
-334.7500E-06,+22.3115569E-03
-334.5000E-06,-20.4020105E-03
-334.2500E-06,+19.7989941E-03
-334.0000E-06,-9.0954780E-03
-333.7500E-06,-19.1457291E-03
-333.5000E-06,-20.4020105E-03
-333.2500E-06,+19.7989941E-03
-333.0000E-06,-31.7085431E-03
-332.7500E-06,-98.2914569E-03
-332.5000E-06,+2.2110546E-03
-332.2500E-06,-1.5577896E-03
-332.0000E-06,-60.6030151E-03
-331.7500E-06,-20.4020105E-03
-331.5000E-06,-51.8090454E-03
-331.2500E-06,-20.4020105E-03
-331.0000E-06,-60.6030151E-03
-330.7500E-06,-20.4020105E-03
-330.5000E-06,-43.0150756E-03
-330.2500E-06,-60.6030151E-03
-330.0000E-06,-20.4020105E-03
-329.7500E-06,-21.6582919E-03
-329.5000E-06,-29.1959803E-03
-329.2500E-06,-58.0904523E-03
-329.0000E-06,-20.4020105E-03
-328.7500E-06,-59.3467337E-03
-328.5000E-06,-60.6030151E-03
-328.2500E-06,-20.4020105E-03
-328.0000E-06,-60.6030151E-03
-327.7500E-06,-20.4020105E-03
-327.5000E-06,+11.0050243E-03
-327.2500E-06,-60.6030151E-03
-327.0000E-06,-49.2964826E-03
-326.7500E-06,-19.1457291E-03
-326.5000E-06,-60.6030151E-03
-326.2500E-06,-41.7587942E-03
-326.0000E-06,-60.6030151E-03
-325.7500E-06,-60.6030151E-03
-325.5000E-06,-51.8090454E-03
-325.2500E-06,-39.2462314E-03
-325.0000E-06,-89.4974872E-03
-324.7500E-06,-21.6582919E-03
-324.5000E-06,-51.8090454E-03
-324.2500E-06,-39.2462314E-03
-324.0000E-06,-60.6030151E-03
-323.7500E-06,-20.4020105E-03
-323.5000E-06,-60.6030151E-03
-323.2500E-06,-39.2462314E-03
-323.0000E-06,-31.7085431E-03
-322.7500E-06,-61.8592965E-03
-322.5000E-06,-83.2160802E-03
-322.2500E-06,-39.2462314E-03
-322.0000E-06,-71.9095477E-03
-321.7500E-06,-98.2914569E-03
-321.5000E-06,-11.6080408E-03
-321.2500E-06,-60.6030151E-03
-321.0000E-06,-49.2964826E-03
-320.7500E-06,-59.3467337E-03
-320.5000E-06,-29.1959803E-03
-320.2500E-06,-58.0904523E-03
-320.0000E-06,-20.4020105E-03
-319.7500E-06,-21.6582919E-03
-319.5000E-06,-69.3969849E-03
-319.2500E-06,-41.7587942E-03
-319.0000E-06,-60.6030151E-03
-318.7500E-06,-21.6582919E-03
-318.5000E-06,-20.4020105E-03
-318.2500E-06,-20.4020105E-03
-318.0000E-06,-20.4020105E-03
-317.7500E-06,-22.9145733E-03
-317.5000E-06,-51.8090454E-03
-317.2500E-06,-39.2462314E-03
-317.0000E-06,-49.2964826E-03
-316.7500E-06,-21.6582919E-03
-316.5000E-06,-51.8090454E-03
-316.2500E-06,-60.6030151E-03
-316.0000E-06,-31.7085431E-03
-315.7500E-06,-60.6030151E-03
-315.5000E-06,-51.8090454E-03
-315.2500E-06,-41.7587942E-03
-315.0000E-06,-71.9095477E-03
-314.7500E-06,-61.8592965E-03
-314.5000E-06,-60.6030151E-03
-314.2500E-06,-41.7587942E-03
-314.0000E-06,-9.0954780E-03
-313.7500E-06,-59.3467337E-03
-313.5000E-06,-29.1959803E-03
-313.2500E-06,-58.0904523E-03
-313.0000E-06,-49.2964826E-03
-312.7500E-06,-59.3467337E-03
-312.5000E-06,-60.6030151E-03
-312.2500E-06,-41.7587942E-03
-312.0000E-06,-31.7085431E-03
-311.7500E-06,-59.3467337E-03
-311.5000E-06,-60.6030151E-03
-311.2500E-06,-20.4020105E-03
-311.0000E-06,-89.4974872E-03
-310.7500E-06,-60.6030151E-03
-310.5000E-06,-92.0100500E-03
-310.2500E-06,-60.6030151E-03
-310.0000E-06,-60.6030151E-03
-309.7500E-06,+18.5427127E-03
-309.5000E-06,-29.1959803E-03
-309.2500E-06,-41.7587942E-03
-309.0000E-06,-60.6030151E-03
-308.7500E-06,-60.6030151E-03
-308.5000E-06,-29.1959803E-03
-308.2500E-06,-60.6030151E-03
-308.0000E-06,-43.0150756E-03
-307.7500E-06,-59.3467337E-03
-307.5000E-06,-60.6030151E-03
-307.2500E-06,-81.9597988E-03
-307.0000E-06,-20.4020105E-03
-306.7500E-06,-21.6582919E-03
-306.5000E-06,-29.1959803E-03
-306.2500E-06,-1.5577896E-03
-306.0000E-06,-60.6030151E-03
-305.7500E-06,-60.6030151E-03
-305.5000E-06,-51.8090454E-03
-305.2500E-06,-20.4020105E-03
-305.0000E-06,-31.7085431E-03
-304.7500E-06,-60.6030151E-03
-304.5000E-06,-69.3969849E-03
-304.2500E-06,-39.2462314E-03
-304.0000E-06,-49.2964826E-03
